Old Property File,Latest Property File,Key,Old Value,Latest Value
kernel-default.properties,kernel-default.properties,mosip.role.keymanager.postzkencrypt,"ZONAL_ADMIN,GLOBAL_ADMIN,INDIVIDUAL,ID_AUTHENTICATION,TEST,REGISTRATION_ADMIN,REGISTRATION_SUPERVISOR,REGISTRATION_OFFICER,REGISTRATION_PROCESSOR,PRE_REGISTRATION_ADMIN,RESIDENT","ZONAL_ADMIN,GLOBAL_ADMIN,INDIVIDUAL,ID_AUTHENTICATION,REGISTRATION_ADMIN,REGISTRATION_SUPERVISOR,REGISTRATION_OFFICER,REGISTRATION_PROCESSOR,PRE_REGISTRATION_ADMIN,RESIDENT"
kernel-default.properties,kernel-default.properties,mosip.role.keymanager.postencrypt,"ZONAL_ADMIN,GLOBAL_ADMIN,INDIVIDUAL,ID_AUTHENTICATION,TEST,REGISTRATION_ADMIN,REGISTRATION_SUPERVISOR,REGISTRATION_OFFICER,REGISTRATION_PROCESSOR,PRE_REGISTRATION_ADMIN,RESIDENT,ID_REPOSITORY,CREDENTIAL_REQUEST,HOTLIST_ADMIN","ZONAL_ADMIN,GLOBAL_ADMIN,INDIVIDUAL,ID_AUTHENTICATION,REGISTRATION_ADMIN,REGISTRATION_SUPERVISOR,REGISTRATION_OFFICER,REGISTRATION_PROCESSOR,PRE_REGISTRATION_ADMIN,RESIDENT,ID_REPOSITORY,CREDENTIAL_REQUEST,HOTLIST_ADMIN"
kernel-default.properties,kernel-default.properties,mosip.role.keymanager.postjwtsign,"ZONAL_ADMIN,GLOBAL_ADMIN,INDIVIDUAL,ID_AUTHENTICATION,TEST,REGISTRATION_ADMIN,REGISTRATION_SUPERVISOR,REGISTRATION_OFFICER,REGISTRATION_PROCESSOR,PRE_REGISTRATION_ADMIN,RESIDENT","ZONAL_ADMIN,GLOBAL_ADMIN,INDIVIDUAL,ID_AUTHENTICATION,REGISTRATION_ADMIN,REGISTRATION_SUPERVISOR,REGISTRATION_OFFICER,REGISTRATION_PROCESSOR,PRE_REGISTRATION_ADMIN,RESIDENT"
kernel-default.properties,kernel-default.properties,mosip.role.keymanager.postjwtverify,"ZONAL_ADMIN,GLOBAL_ADMIN,INDIVIDUAL,ID_AUTHENTICATION,TEST,REGISTRATION_ADMIN,REGISTRATION_SUPERVISOR,REGISTRATION_OFFICER,REGISTRATION_PROCESSOR,PRE_REGISTRATION_ADMIN,RESIDENT","ZONAL_ADMIN,GLOBAL_ADMIN,INDIVIDUAL,ID_AUTHENTICATION,REGISTRATION_ADMIN,REGISTRATION_SUPERVISOR,REGISTRATION_OFFICER,REGISTRATION_PROCESSOR,PRE_REGISTRATION_ADMIN,RESIDENT"
kernel-default.properties,kernel-default.properties,mosip.role.keymanager.postpdfsign,"ZONAL_ADMIN,GLOBAL_ADMIN,INDIVIDUAL,ID_AUTHENTICATION,TEST,REGISTRATION_ADMIN,REGISTRATION_SUPERVISOR,REGISTRATION_OFFICER,REGISTRATION_PROCESSOR,PRE_REGISTRATION_ADMIN,RESIDENT,PRINT_PARTNER,CREDENTIAL_REQUEST","ZONAL_ADMIN,GLOBAL_ADMIN,INDIVIDUAL,ID_AUTHENTICATION,REGISTRATION_ADMIN,REGISTRATION_SUPERVISOR,REGISTRATION_OFFICER,REGISTRATION_PROCESSOR,PRE_REGISTRATION_ADMIN,RESIDENT,PRINT_PARTNER,CREDENTIAL_REQUEST"
kernel-default.properties,kernel-default.properties,mosip.role.keymanager.postencryptwithpin,"ZONAL_ADMIN,GLOBAL_ADMIN,INDIVIDUAL,ID_AUTHENTICATION,TEST,REGISTRATION_ADMIN,REGISTRATION_SUPERVISOR,REGISTRATION_OFFICER,REGISTRATION_PROCESSOR,PRE_REGISTRATION_ADMIN,RESIDENT","ZONAL_ADMIN,GLOBAL_ADMIN,INDIVIDUAL,ID_AUTHENTICATION,REGISTRATION_ADMIN,REGISTRATION_SUPERVISOR,REGISTRATION_OFFICER,REGISTRATION_PROCESSOR,PRE_REGISTRATION_ADMIN,RESIDENT"
kernel-default.properties,kernel-default.properties,mosip.role.keymanager.postuploadcertificate,"ZONAL_ADMIN,GLOBAL_ADMIN,INDIVIDUAL,ID_AUTHENTICATION,TEST,REGISTRATION_ADMIN,REGISTRATION_SUPERVISOR,REGISTRATION_OFFICER,REGISTRATION_PROCESSOR,PRE_REGISTRATION_ADMIN,RESIDENT","KEY_MAKER,ZONAL_ADMIN,GLOBAL_ADMIN,INDIVIDUAL,ID_AUTHENTICATION,REGISTRATION_ADMIN,REGISTRATION_SUPERVISOR,REGISTRATION_OFFICER,REGISTRATION_PROCESSOR,PRE_REGISTRATION_ADMIN,RESIDENT"
kernel-default.properties,kernel-default.properties,mosip.role.keymanager.posttpmencryptionpublickey,"ZONAL_ADMIN,GLOBAL_ADMIN,INDIVIDUAL,ID_AUTHENTICATION,TEST,REGISTRATION_ADMIN,REGISTRATION_SUPERVISOR,REGISTRATION_OFFICER,REGISTRATION_PROCESSOR,PRE_REGISTRATION_ADMIN,RESIDENT","ZONAL_ADMIN,GLOBAL_ADMIN,INDIVIDUAL,ID_AUTHENTICATION,REGISTRATION_ADMIN,REGISTRATION_SUPERVISOR,REGISTRATION_OFFICER,REGISTRATION_PROCESSOR,PRE_REGISTRATION_ADMIN,RESIDENT"
mock-abis-default.properties,mock-abis-default.properties,mosip.kernel.auth.appids.realm.map,{regproc:'mosip'},{abis:'mosip'}
mock-abis-default.properties,mock-abis-default.properties,mosip.kernel.auth.appid-realm-map,{regproc:'mosip'},{abis:'mosip'}
mock-abis-default.properties,mock-abis-default.properties,mosip.iam.adapter.clientsecret,${mosip.regproc.client.secret},${mosip.abis.client.secret}
mock-abis-default.properties,mock-abis-default.properties,mosip.iam.adapter.appid,regproc,abis
mock-abis-default.properties,mock-abis-default.properties,mosip.iam.adapter.clientid,mosip-regproc-client,mosip-abis-client
mock-identity-system-default.properties,mock-identity-system-default.properties,mosip.mockidentitysystem.database.hostname,postgres-postgresql.postgres,${mosip.database.hostname.override:postgres-postgresql.postgres}
mock-identity-system-default.properties,mock-identity-system-default.properties,mosip.mockidentitysystem.database.port,5432,${mosip.database.port.override:5432}
packet-manager-default.properties,packet-manager-default.properties,auth.server.admin.allowed.audience,mosip-regproc-client,"mosip-regproc-client,mosip-crvs1-client"
packet-manager-default.properties,packet-manager-default.properties,mosip.role.commons-packet.putcreatepacket,REGISTRATION_PROCESSOR,"REGISTRATION_PROCESSOR,ONLINE_REGISTRATION_CLIENT"
partner-management-default.properties,partner-management-default.properties,mosip.role.pms.getpartnerspartnerid,"PARTNER,AUTH_PARTNER,CREDENTIAL_PARTNER,RESIDENT,PARTNER_ADMIN,ONLINE_VERIFICATION_PARTNER,DEVICE_PROVIDER,FTM_PROVIDER,ABIS_PARTNER,SDK_PARTNER,MANUAL_ADJUDICATION,MISP_PARTNER","PARTNER,AUTH_PARTNER,CREDENTIAL_PARTNER,RESIDENT,PARTNER_ADMIN,ONLINE_VERIFICATION_PARTNER,DEVICE_PROVIDER,FTM_PROVIDER,ABIS_PARTNER,SDK_PARTNER,MANUAL_ADJUDICATION,MISP_PARTNER,RESIDENT"
partner-management-default.properties,partner-management-default.properties,mosip.pmp.misp.license.expiry.period.indays,90,999999
partner-management-default.properties,partner-management-default.properties,mosip.datasource.authdevice.hibernate.dialect,org.hibernate.dialect.PostgreSQL95Dialect,org.hibernate.dialect.PostgreSQLDialect
partner-management-default.properties,partner-management-default.properties,mosip.pms.filtervalue.max_columns,100,5000
partner-management-default.properties,partner-management-default.properties,mosip.pmp.partner.policy.expiry.period.indays,90,999999
partner-management-default.properties,partner-management-default.properties,mosip.pmp.database.port,5432,${mosip.database.port.override:5432}
partner-management-default.properties,partner-management-default.properties,mosip.pmp.database.hostname,postgres-postgresql.postgres,${mosip.database.hostname.override:postgres-postgresql.postgres}
partner-management-default.properties,partner-management-default.properties,hibernate.dialect,org.hibernate.dialect.PostgreSQL95Dialect,org.hibernate.dialect.PostgreSQLDialect
partner-management-default.properties,partner-management-default.properties,mosip.role.pms.postpoliciesgroupfiltervalues,"PARTNER_ADMIN,PARTNER,AUTH_PARTNER,CREDENTIAL_PARTNER,POLICYMANAGER,PARTNER","PARTNER_ADMIN,PARTNER,AUTH_PARTNER,CREDENTIAL_PARTNER,POLICYMANAGER,PARTNER,ABIS_PARTNER,FTM_PROVIDER,ONLINE_VERIFICATION_PARTNER,MANUAL_ADJUDICATION"
partner-management-default.properties,partner-management-default.properties,mosip.role.pms.postpartnersfiltervalues,"PARTNER,PMS_USER,AUTH_PARTNER,DEVICE_PROVIDER,FTM_PROVIDER,CREDENTIAL_PARTNER,PARTNER_ADMIN,ONLINE_VERIFICATION_PARTNER","PARTNER,PMS_USER,AUTH_PARTNER,DEVICE_PROVIDER,FTM_PROVIDER,CREDENTIAL_PARTNER,PARTNER_ADMIN,ONLINE_VERIFICATION_PARTNER,ABIS_PARTNER"
partner-management-default.properties,partner-management-default.properties,mosip.datasource.regdevice.hibernate.dialect,org.hibernate.dialect.PostgreSQL95Dialect,org.hibernate.dialect.PostgreSQLDialect
partner-management-default.properties,partner-management-default.properties,mosip.role.pms.postpartnersapikeyrequestfiltervalues,"PARTNER,PARTNER_ADMIN,AUTH_PARTNER,CREDENTIAL_PARTNER,ONLINE_VERIFICATION_PARTNER","PARTNER,PARTNER_ADMIN,AUTH_PARTNER,CREDENTIAL_PARTNER,ONLINE_VERIFICATION_PARTNER,ABIS_PARTNER"
pre-registration-default.properties,pre-registration-default.properties,mosip.preregistration.captcha.resourse.url,http://prereg-captcha.prereg/preregistration/v1/captcha/validatecaptcha,https://${mosip.api.internal.host}/v1/captcha/validatecaptcha
pre-registration-default.properties,pre-registration-default.properties,mosip.database.port,5432,${mosip.database.port.override:5432}
pre-registration-default.properties,pre-registration-default.properties,mosip.database.ip,postgres-postgresql.postgres,${mosip.database.hostname.override:postgres-postgresql.postgres}
pre-registration-default.properties,pre-registration-default.properties,mosip.preregistration.captcha.enable,false,${mosip.preregistration.captcha.enable.override:true}
registration-default.properties,registration-default.properties,mosip.secondary-language,ara,${mosip.secondary-language}
registration-default.properties,registration-default.properties,mosip.primary-language,eng,${mosip.primary-language}
registration-default.properties,registration-default.properties,mosip.registration.verion.upgrade.version-mappings,"{ ""1.1.4"":{ ""dbVersion"":""1.1.4"", ""releaseOrder"":1}, ""1.1.5"":{ ""dbVersion"":""1.1.5"", ""releaseOrder"":2}, ""1.1.5.5"":{ ""dbVersion"":""1.1.5.5"", ""releaseOrder"":3}, ""1.2.0.1-SNAPSHOT"":{ ""dbVersion"":""1.2.0.1"", ""releaseOrder"":4} }","{ ""1.1.4"":{ ""dbVersion"":""1.1.4"", ""releaseOrder"":1}, ""1.1.5"":{ ""dbVersion"":""1.1.5"", ""releaseOrder"":2}, ""1.1.5.5-P1"":{ ""dbVersion"":""1.1.5.5"", ""releaseOrder"":3}, ""1.2.0.1-SNAPSHOT"":{ ""dbVersion"":""1.2.0.1"", ""releaseOrder"":4, ""fullSyncEntities"":""DynamicFieldDto""}}"
registration-default.properties,registration-default.properties,mosip.registration.mds.deduplication.enable.flag,N,Y
registration-processor-default.properties,registration-processor-default.properties,mosip.regproc.quality.classifier.eventbus.kafka.poll.frequency,100,500
registration-processor-default.properties,registration-processor-default.properties,mosip.regproc.securezone.notification.eventbus.kafka.max.poll.records,100,5
registration-processor-default.properties,registration-processor-default.properties,mosip.regproc.abis.middleware.eventbus.kafka.max.poll.records,100,10
registration-processor-default.properties,registration-processor-default.properties,mosip.regproc.abis.middleware.eventbus.kafka.poll.frequency,5000,100
registration-processor-default.properties,registration-processor-default.properties,mosip.regproc.cmd-validator.device-validation.processes,"NEW,UPDATE,LOST,BIOMETRIC_CORRECTION","NEW,UPDATE,LOST,BIOMETRIC_CORRECTION,CRVS_NEW,CRVS_DEATH"
registration-processor-default.properties,registration-processor-default.properties,mosip.regproc.cmd-validator.eventbus.kafka.commit.type,single,batch
registration-processor-default.properties,registration-processor-default.properties,mosip.registration.processor.credential.conditional.no-match-partner-ids,printPartner,"printPartner,digitalCardInsurancePartner"
registration-processor-default.properties,registration-processor-default.properties,mosip.regproc.abis.middleware.eventbus.kafka.commit.type,single,batch
registration-processor-default.properties,registration-processor-default.properties,mosip.regproc.credentialrequestor.eventbus.kafka.max.poll.records,100,10
registration-processor-default.properties,registration-processor-default.properties,mosip.regproc.demo.dedupe.eventbus.kafka.commit.type,single,batch
registration-processor-default.properties,registration-processor-default.properties,mosip.regproc.bio.dedupe.eventbus.kafka.poll.frequency,100,90
registration-processor-default.properties,registration-processor-default.properties,mosip.registration.processor.credential.default.partner-ids,"digitalcardPartner,opencrvsPartner","digitalcardPartner,opencrvsPartner,digitalCardInsurancePartner"
registration-processor-default.properties,registration-processor-default.properties,mosip.regproc.packet.uploader.eventbus.kafka.commit.type,single,batch
registration-processor-default.properties,registration-processor-default.properties,mosip.regproc.packet.classifier.eventbus.kafka.commit.type,single,batch
registration-processor-default.properties,registration-processor-default.properties,mosip.regproc.credentialrequestor.eventbus.kafka.commit.type,single,batch
registration-processor-default.properties,registration-processor-default.properties,mosip.regproc.quality.classifier.eventbus.kafka.commit.type,single,batch
registration-processor-default.properties,registration-processor-default.properties,auth.server.admin.allowed.audience,"mosip-regproc-client,mosip-admin-client,mosip-resident-client,mosip-reg-client","mosip-regproc-client,mosip-admin-client,mosip-resident-client,mosip-reg-client,mosip-crvs1-client"
registration-processor-default.properties,registration-processor-default.properties,mosip.regproc.bio.dedupe.eventbus.kafka.max.poll.records,10,12
registration-processor-default.properties,registration-processor-default.properties,mosip.regproc.packet.uploader.eventbus.kafka.poll.frequency,500,120
registration-processor-default.properties,registration-processor-default.properties,mosip.regproc.cmd-validator.machine-validation.processes,"NEW,UPDATE,LOST,BIOMETRIC_CORRECTION","NEW,UPDATE,LOST,BIOMETRIC_CORRECTION,CRVS_NEW,CRVS_DEATH"
registration-processor-default.properties,registration-processor-default.properties,mosip.regproc.supervisor-validator.eventbus.kafka.commit.type,single,batch
registration-processor-default.properties,registration-processor-default.properties,mosip.regproc.finalization.eventbus.kafka.max.poll.records,100,10
registration-processor-default.properties,registration-processor-default.properties,mosip.registration.processor.database.port,5432,${mosip.database.port.override:5432}
registration-processor-default.properties,registration-processor-default.properties,mosip.regproc.uin.generator.eventbus.kafka.poll.frequency,500,100
registration-processor-default.properties,registration-processor-default.properties,mosip.regproc.finalization.eventbus.kafka.commit.type,single,batch
registration-processor-default.properties,registration-processor-default.properties,camel.secure.active.flows.file.names,"registration-processor-camel-routes-new-default.xml,registration-processor-camel-routes-update-default.xml,registration-processor-camel-routes-activate-default.xml,registration-processor-camel-routes-res-update-default.xml,registration-processor-camel-routes-deactivate-default.xml,registration-processor-camel-routes-lost-default.xml,registration-processor-camel-routes-res-reprint-default.xml,registration-processor-camel-routes-biometric-correction-default.xml,registration-processor-camel-routes-opencrvs_new-default.xml","registration-processor-camel-routes-new-default.xml,registration-processor-camel-routes-update-default.xml,registration-processor-camel-routes-activate-default.xml,registration-processor-camel-routes-res-update-default.xml,registration-processor-camel-routes-deactivate-default.xml,registration-processor-camel-routes-lost-default.xml,registration-processor-camel-routes-res-reprint-default.xml,registration-processor-camel-routes-biometric-correction-default.xml,registration-processor-camel-routes-opencrvs_new-default.xml,registration-processor-camel-routes-infant-crvs_new-default.xml,registration-processor-camel-routes-crvs_death-default.xml,registration-processor-camel-routes-backward-compatibility-default.xml"
registration-processor-default.properties,registration-processor-default.properties,mosip.regproc.packet.validator.eventbus.kafka.max.poll.records,4,12
registration-processor-default.properties,registration-processor-default.properties,registration.processor.reprocess.fetchsize,100,2500
registration-processor-default.properties,registration-processor-default.properties,mosip.regproc.cmd-validator.center-validation.processes,"NEW,UPDATE,LOST,BIOMETRIC_CORRECTION","NEW,UPDATE,LOST,BIOMETRIC_CORRECTION,CRVS_NEW,CRVS_DEATH"
registration-processor-default.properties,registration-processor-default.properties,mosip.regproc.biometric.extraction.eventbus.kafka.poll.frequency,100,180
registration-processor-default.properties,registration-processor-default.properties,mosip.regproc.demo.dedupe.eventbus.kafka.max.poll.records,10,12
registration-processor-default.properties,registration-processor-default.properties,mosip.regproc.packet.validator.validate-applicant-document.processes,"NEW,UPDATE,LOST,BIOMETRIC_CORRECTION","NEW,UPDATE,LOST,BIOMETRIC_CORRECTION,CRVS_NEW,CRVS_DEATH"
registration-processor-default.properties,registration-processor-default.properties,mosip.regproc.packet.classifier.eventbus.kafka.poll.frequency,100,50
registration-processor-default.properties,registration-processor-default.properties,mosip.regproc.biometric.extraction.eventbus.kafka.commit.type,single,batch
registration-processor-default.properties,registration-processor-default.properties,mosip.registration.processor.database.hostname,postgres-postgresql.postgres,${mosip.database.hostname.override:postgres-postgresql.postgres}
registration-processor-default.properties,registration-processor-default.properties,registration.processor.reprocess.limit,500,2500
registration-processor-default.properties,registration-processor-default.properties,mosip.regproc.biometric.extraction.eventbus.kafka.max.poll.records,100,10
registration-processor-default.properties,registration-processor-default.properties,mosip.regproc.abis.handler.eventbus.kafka.commit.type,single,batch
registration-processor-default.properties,registration-processor-default.properties,mosip.regproc.landing.zone.inital.delay.millisecs,300000,120000
registration-processor-default.properties,registration-processor-default.properties,mosip.regproc.reprocessor.eventbus.kafka.max.poll.records,100,10
registration-processor-default.properties,registration-processor-default.properties,mosip.regproc.uin.generator.eventbus.kafka.max.poll.records,3,12
registration-processor-default.properties,registration-processor-default.properties,worker.pool.size,10,25
registration-processor-default.properties,registration-processor-default.properties,mosip.regproc.demo.dedupe.eventbus.kafka.poll.frequency,1000,90
registration-processor-default.properties,registration-processor-default.properties,mosip.regproc.packet.uploader.eventbus.kafka.max.poll.records,5,6
registration-processor-default.properties,registration-processor-default.properties,mosip.regproc.reprocessor.eventbus.kafka.commit.type,single,batch
registration-processor-default.properties,registration-processor-default.properties,mosip.regproc.landing.zone.fixed.delay.millisecs,86400000,120000
registration-processor-default.properties,registration-processor-default.properties,mosip.regproc.workflow.manager.eventbus.kafka.commit.type,single,batch
registration-processor-default.properties,registration-processor-default.properties,mosip.regproc.camel.bridge.eventbus.kafka.max.poll.records,100,10
registration-processor-default.properties,registration-processor-default.properties,mosip.regproc.operator-validator.eventbus.kafka.commit.type,single,batch
registration-processor-default.properties,registration-processor-default.properties,mosip.regproc.landing.zone.type,DMZServer,ObjectStore
registration-processor-default.properties,registration-processor-default.properties,mosip.regproc.workflow.action.job.eventbus.kafka.commit.type,single,batch
registration-processor-default.properties,registration-processor-default.properties,mosip.regproc.packet.validator.eventbus.kafka.poll.frequency,500,90
resident-default.properties,resident-default.properties,mosip.resident.keymanager.decrypt-uri,${mosip.kernel.keymanager.url}/v1/keymanager/decrypt,${KEYMANAGER}/decrypt
resident-default.properties,resident-default.properties,mosip.max.file.upload.size.in.bytes,2000000,2306867
resident-default.properties,resident-default.properties,IDREPO_IDENTITY_UPDATE_COUNT,${mosip.idrepo.identity.url}/idrepository/v1/identity/{individualId}/update-counts,${IDREPO_IDENTITY}/{individualId}/update-counts
resident-default.properties,resident-default.properties,PACKETRECEIVER,http://regproc-group1.regproc/registrationprocessor/v1/packetreceiver/registrationpackets,${mosip.packet.receiver.url}/registrationprocessor/v1/packetreceiver/registrationpackets
resident-default.properties,resident-default.properties,IDAUTHCREATEVID,${mosip.idrepo.vid.url}/idrepository/v1/vid,${IDREPO_VID}
resident-default.properties,resident-default.properties,resident.service-history.download.max.count,115,100
resident-default.properties,resident-default.properties,mosip.resident.eventid.searchtext.length,16,${mosip.resident.eid.length}
resident-default.properties,resident-default.properties,GETUINBYVID,${mosip.idrepo.vid.url}/idrepository/v1/vid,${IDREPO_VID}
resident-default.properties,resident-default.properties,mosip.iam.token_endpoint,${mosip.iam.base.url}/oauth/token,${mosip.iam.base.url}/oauth/v2/token
resident-default.properties,resident-default.properties,mosip.keymanager.jwt.sign.end.point,${mosip.kernel.keymanager.url}/v1/keymanager/jwtSign,${KEYMANAGER}/jwtSign
resident-default.properties,resident-default.properties,CREATEVID,${mosip.idrepo.vid.url}/idrepository/v1/vid,${IDREPO_VID}
resident-default.properties,resident-default.properties,OTP_GEN_URL,${mosip.ida.internal.url}/idauthentication/v1/internal/otp,${IDA_INTERNAL}/otp
resident-default.properties,resident-default.properties,hibernate.show_sql,false,true
resident-default.properties,resident-default.properties,POLICY_REQ_URL,${mosip.pms.partnermanager.url}/v1/partnermanager/partners/{partnerId}/credentialtype/{credentialType}/policies,${PMS_PARTNER_MANAGER}/partners/{partnerId}/credentialtype/{credentialType}/policies
resident-default.properties,resident-default.properties,GET_ORDER_STATUS_URL,${mosip.resident.url}/resident/v1/mock/print-partner/check-order-status,${RESIDENT_SERVICE}/mock/print-partner/check-order-status
resident-default.properties,resident-default.properties,PARTNER_DETAILS_NEW_URL,${mosip.pms.partnermanager.url}/v1/partnermanager/partners/v2,${PMS_PARTNER_MANAGER}/partners/v2
resident-default.properties,resident-default.properties,mosip.iam.module.clientID,sK-zOe1Ke6X-f83yRpR4sOHxuPAWNZ5vzEpOjCyKWMk,${resident.oidc.clientid}
resident-default.properties,resident-default.properties,resident.purpose.allowed.special.char.regex,"^[A-Za-z0-9 .,-]+$","^[\\r\\nA-Za-z0-9 .,'-]+$"
resident-default.properties,resident-default.properties,mosip.resident.object.store.bucket-name,resident,${object.store.s3.bucket-name-prefix}resident
resident-default.properties,resident-default.properties,GET_RID_BY_INDIVIDUAL_ID,${mosip.idrepo.identity.url}/idrepository/v1/identity/rid/{individualId},${IDREPO_IDENTITY}/rid/{individualId}
resident-default.properties,resident-default.properties,mosip.resident.keymanager.encrypt-uri,${mosip.kernel.keymanager.url}/v1/keymanager/encrypt,${KEYMANAGER}/encrypt
resident-default.properties,resident-default.properties,mosip.pms.pmp.partner.rest.uri,${mosip.pms.partnermanager.url}/v1/partnermanager/partners?partnerType=Online_Verification_Partner,${PMS_PARTNER_MANAGER}/partners?partnerType=${mosip.ida.partner.type}
resident-default.properties,resident-default.properties,GET_RID_STATUS,${mosipbox.public.url}/registrationprocessor/v1/registrationtransaction/search/{rid},${mosip.regproc.transaction.service.url}/registrationprocessor/v1/registrationtransaction/search/{rid}
resident-default.properties,resident-default.properties,DECRYPT_API_URL,${mosip.kernel.keymanager.url}/v1/keymanager/decrypt,${KEYMANAGER}/decrypt
resident-default.properties,resident-default.properties,IDREPOGETIDBYUIN,${mosip.idrepo.identity.url}/idrepository/v1/identity/idvid,${IDREPO_IDENTITY}/idvid
resident-default.properties,resident-default.properties,resident.view.history.status.filters,"all,Success,In Progress,Failed","ALL,SUCCESS,IN_PROGRESS,FAILED,CANCELED"
resident-default.properties,resident-default.properties,REGISTRATIONSTATUSSEARCH,http://regproc-status.regproc/registrationprocessor/v1/registrationstatus/externalstatus/search,${mosip.regproc.status.service.url}/registrationprocessor/v1/registrationstatus/externalstatus/search
resident-default.properties,resident-default.properties,mosip.scope.resident.getNotificationCount,Manage-Service-Requests,
