Property file name,key
registration-processor-default.properties,mosip.regproc.packet.classifier.eventbus.kafka.commit.type
registration-processor-default.properties,mosip.regproc.packet.classifier.eventbus.kafka.poll.frequency
registration-processor-default.properties,mosip.regproc.quality.classifier.eventbus.kafka.commit.type
registration-processor-default.properties,mosip.regproc.quality.classifier.eventbus.kafka.poll.frequency
registration-processor-default.properties,mosip.regproc.demo.dedupe.eventbus.kafka.commit.type
registration-processor-default.properties,mosip.regproc.demo.dedupe.eventbus.kafka.max.poll.records
registration-processor-default.properties,mosip.regproc.demo.dedupe.eventbus.kafka.poll.frequency
registration-processor-default.properties,mosip.regproc.abis.handler.eventbus.kafka.commit.type
registration-processor-default.properties,mosip.regproc.bio.dedupe.eventbus.kafka.max.poll.records
registration-processor-default.properties,mosip.regproc.bio.dedupe.eventbus.kafka.poll.frequency
registration-processor-default.properties,mosip.regproc.uin.generator.eventbus.kafka.max.poll.records
registration-processor-default.properties,mosip.regproc.uin.generator.eventbus.kafka.poll.frequency
registration-processor-default.properties,mosip.regproc.abis.middleware.eventbus.kafka.commit.type
registration-processor-default.properties,mosip.regproc.abis.middleware.eventbus.kafka.max.poll.records
registration-processor-default.properties,mosip.regproc.abis.middleware.eventbus.kafka.poll.frequency
registration-processor-default.properties,mosip.regproc.biometric.extraction.eventbus.kafka.commit.type
registration-processor-default.properties,mosip.regproc.biometric.extraction.eventbus.kafka.max.poll.records
registration-processor-default.properties,mosip.regproc.biometric.extraction.eventbus.kafka.poll.frequency
registration-processor-default.properties,mosip.regproc.finalization.eventbus.kafka.commit.type
registration-processor-default.properties,mosip.regproc.finalization.eventbus.kafka.max.poll.records
registration-processor-default.properties,mosip.regproc.reprocessor.eventbus.kafka.commit.type
registration-processor-default.properties,mosip.regproc.reprocessor.eventbus.kafka.max.poll.records
registration-processor-default.properties,mosip.regproc.supervisor-validator.eventbus.kafka.commit.type
registration-processor-default.properties,mosip.regproc.credentialrequestor.eventbus.kafka.commit.type
registration-processor-default.properties,mosip.regproc.credentialrequestor.eventbus.kafka.max.poll.records
registration-processor-default.properties,auth.server.admin.allowed.audience
id-authentication-default.properties,hibernate.dialect
id-authentication-default.properties,mosip.ida.mapping.json-uri
resident-default.properties,mosip.resident.eventid.searchtext.length
resident-default.properties,mosip.resident.phone.token.claim-phone
resident-default.properties,mosip.resident.request.credential.encryption.key
resident-default.properties,mosip.scope.resident.getNotificationCount
resident-default.properties,resident-data-format-mvel-file-name
resident-default.properties,resident.data.mask.function
resident-default.properties,resident.message.allowed.special.char.regex
resident-default.properties,resident.purpose.allowed.special.char.regex
resident-default.properties,resident.ui.propertyKeys
resident-default.properties,resident.validation.event-id.regex
resident-default.properties,resident.view.history.status.filters
partner-management-default.properties,mosip.datasource.authdevice.hibernate.dialect
partner-management-default.properties,mosip.datasource.regdevice.hibernate.dialect
partner-management-default.properties,hibernate.dialect
partner-management-default.properties,mosip.kernel.idgenerator.misp.license-key-length
partner-management-default.properties,pmp.auth.policy.schema
partner-management-default.properties,pmp.misp.policy.schema
partner-management-default.properties,mosip.pms.required.roles
partner-management-default.properties,mosip.role.pms.getpartnerspartnerid
